rank	type	sample	location	CHUG	LSUCC1028	LSUCC0246	LSUCC0387	HKCCA1288	FZCC0188	HKCCD6035	HKCCA1065	FZCC0069	RCA23	LE17	HTCC2083	HTCC2150	HTCC2255	SB2	HIMB11	SUM
-223	TARA	ERR599085	SPO	0.001	0	0	0.001	0	0	0	0	0	0.001	0	0	0	0	0	0	0.002
-224	TARA	ERR588857	SPO	0.001	0	0	0	0.001	0	0	0	0	0.002	0	0	0.001	0.001	0.001	0.005	0.01
-225	TARA	ERR598965	SPO	0.001	0	0	0	0.001	0	0	0	0	0.016	0.004	0.002	0.001	0.105	0.174	0.001	0.304
-226	TARA	ERR599080	SPO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.001	0.002	0.007
-227	TARA	ERR599069	SPO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0.001	0.001	0.001	0.002	0.007
-228	TARA	ERR599032	SPO	0.001	0	0	0	0.001	0	0	0	0	0.002	0	0	0	0.001	0.001	0.001	0.005
-229	TARA	ERR599036	SPO	0.001	0	0	0	0	0	0	0	0	0.003	0	0	0	0.001	0.001	0.002	0.007
-230	TARA	ERR599151	SPO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.001	0.002	0.007
-231	TARA	ERR599038	SPO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.001	0.001	0.006
-232	TARA	ERR599039	SPO	0.001	0	0	0	0.001	0	0	0	0	0.002	0	0	0	0.001	0.001	0.001	0.007
-233	TARA	ERR598956	SPO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.003
-234	TARA	ERR599063	SPO	0.001	0	0	0	0.001	0	0	0	0	0.003	0	0	0	0.001	0.002	0.002	0.008
-235	TARA	ERR598943	SPO	0.001	0	0	0	0	0	0	0	0	0.003	0	0.001	0	0.001	0.001	0.001	0.007
-236	TARA	ERR599163	SPO	0.001	0	0	0	0	0	0	0	0	0.003	0	0	0	0.001	0.002	0.002	0.008
-237	TARA	ERR599113	SPO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.001	0.001	0.005
-238	TARA	ERR599157	SPO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0	0.001	0.003
-239	TARA	ERR599066	SPO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.001	0.001	0.006
-240	TARA	ERR599161	SPO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.001	0.003	0.007
-241	TARA	ERR598978	SPO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.001	0.001	0.007
-242	TARA	ERR599050	SPO	0.001	0	0	0	0	0	0	0	0	0.003	0	0	0	0.001	0.005	0.001	0.011
-243	TARA	ERR599169	SPO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.002	0.002	0.008
-244	TARA	ERR599081	SPO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.001	0.001	0.005
-245	TARA	ERR599117	SPO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.004
-246	TARA	ERR598988	SPO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.001	0.003	0.007
-247	TARA	ERR599156	SPO	0.001	0	0	0	0	0	0	0	0	0.001	0	0	0	0.001	0	0	0.003
-248	TARA	ERR598961	SPO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.001	0	0.005
-249	TARA	ERR599091	SPO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.001	0.001	0.006
-250	TARA	ERR599089	SPO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.001	0.003	0.007
-251	TARA	ERR599114	SPO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.001	0.001	0.006
-252	TARA	ERR599160	SPO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.001	0.037	0.041
-253	TARA	ERR599119	SPO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0.001	0.001	0.001	0.001	0.006
-254	TARA	ERR598998	SPO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0	0.001	0.004
-255	TARA	ERR599077	SPO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.002	0.001	0.006
-256	TARA	ERR598992	SPO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.001	0.001	0.005
-257	TARA	ERR598962	SPO	0.001	0	0	0	0	0	0	0	0	0.002	0	0.001	0	0.001	0.002	0.001	0.008
-258	TARA	ERR599084	SPO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.001	0.003	0.007
-259	TARA	ERR598967	SPO	0.001	0	0	0	0	0	0	0	0	0.003	0	0	0.001	0.001	0.022	0	0.027
-260	TARA	ERR599014	SPO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.001	0.001	0.005
-261	TARA	ERR599120	SPO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0.001	0.001	0.024	0	0.028
-262	TARA	ERR598948	SPO	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.004
-263	TARA	ERR599093	SPO	0	0	0	0	0	0	0	0	0	0.002	0	0	0.001	0.001	0.022	0	0.027
-264	TARA	ERR598946	SPO	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0.003
-265	TARA	ERR598953	SPO	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0.003
-266	TARA	ERR599007	SPO	0	0	0	0	0	0	0	0	0	0.002	0	0.001	0	0.001	0.002	0.001	0.008
-267	TARA	ERR599042	SPO	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.004
-268	TARA	ERR599064	SPO	0	0	0	0	0	0	0	0	0	0.005	0.001	0.001	0	0.054	0.114	0.001	0.177
-269	TARA	ERR599168	SPO	0	0	0	0	0	0	0	0	0	0.002	0	0.001	0	0.001	0.002	0.001	0.007
-270	TARA	ERR598981	SPO	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0.001	0	0	0.003
-271	TARA	ERR599024	SPO	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.014	0	0.019
-272	TARA	ERR598954	SPO	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.005	0	0.008
-273	TARA	ERR599079	SPO	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.003
-274	TARA	ERR599134	RS	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.001	0.008	0.013
-275	TARA	ERR598959	RS	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.001	0.001	0.006
-276	TARA	ERR599049	RS	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.001	0.008	0.012
-277	TARA	ERR599111	RS	0.001	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0.002
-278	TARA	ERR598991	RS	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.001	0.001	0.005
-279	TARA	ERR598975	RS	0.001	0	0	0	0	0	0	0	0	0.001	0	0	0	0.001	0	0	0.002
-280	TARA	ERR598969	RS	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.001	0.001	0.005
-281	TARA	ERR599106	RS	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.001	0.001	0.005
-282	TARA	ERR599097	RS	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0.001	0	0	0.003
-283	TARA	ERR599061	RS	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.004
-284	TARA	ERR599116	RS	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0.001	0	0	0.003
-285	TARA	ERR599041	RS	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0.001	0	0	0.003
-286	TARA	ERR599155	RS	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0.001	0	0	0.003
-287	TARA	ERR599125	SO	0.012	0	0	0.011	0	0	0	0	0	0.001	0	0	0	0	0	0	0.002
-288	TARA	ERR599008	SO	0.012	0	0	0.011	0	0	0	0	0	0.001	0	0	0	0	0	0	0.002
-289	TARA	ERR599059	SO	0.001	0	0	0	0	0	0	0	0	0.03	0.002	0.002	0.002	0.011	0.003	0.001	0.051
-290	TARA	ERR598945	SO	0.001	0	0	0	0	0	0	0	0	0.031	0.002	0.002	0.002	0.011	0.003	0.001	0.052
-291	TARA	ERR599121	SO	0.001	0	0	0.001	0	0	0	0	0	0.009	0	0.001	0.001	0.002	0.001	0	0.013
-292	TARA	ERR599104	SO	0.001	0	0	0	0	0	0	0	0	0.009	0	0.001	0.001	0.002	0	0	0.013
-293	TARA	ERR599176	SO	0	0	0	0	0	0	0	0	0	0.01	0.001	0.001	0.001	0.003	0.001	0	0.015
-294	TARA	ERR599090	SO	0	0	0	0	0	0	0	0	0	0.01	0.001	0.001	0.001	0.003	0.001	0	0.015
-295	geotraces	SRR5788064	NAO	0.103	0	0.006	0.097	0	0	0	0	0	0.001	0	0	0	0.001	0	0	0.003
-296	geotraces	SRR5788407	NAO	0.04	0	0.002	0.038	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.003
-297	geotraces	SRR5788195	NAO	0.036	0	0.002	0.034	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.003
-298	geotraces	SRR5788204	NAO	0.028	0	0.001	0.027	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.003
-299	geotraces	SRR5788376	NAO	0.021	0	0.001	0.02	0	0	0	0	0	0.002	0	0	0	0.001	0.02	0	0.023
-300	geotraces	SRR5788408	NAO	0.018	0	0.001	0.017	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.003
-301	geotraces	SRR5788425	NAO	0.016	0	0.001	0.015	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.003
-302	geotraces	SRR5788448	NAO	0.015	0	0.001	0.014	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.003
-303	geotraces	SRR5788213	NAO	0.013	0	0.001	0.012	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.003
-304	geotraces	SRR5788036	NAO	0.013	0	0.001	0.012	0.001	0	0	0	0	0.002	0	0	0	0.001	0	0	0.004
-305	geotraces	SRR5788454	NAO	0.012	0	0.001	0.011	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.004
-306	geotraces	SRR5788107	NAO	0.012	0	0.001	0.011	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.004
-307	geotraces	SRR5788453	NAO	0.01	0	0	0.009	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.003
-308	geotraces	SRR5788409	NAO	0.009	0	0	0.009	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.004
-309	geotraces	SRR5788068	NAO	0.009	0	0	0.008	0	0	0	0	0	0.004	0	0.001	0.001	0.001	0.006	0.001	0.013
-310	geotraces	SRR5788066	NAO	0.009	0	0	0.008	0	0	0	0	0	0.002	0	0	0	0.001	0.001	0	0.004
-311	geotraces	SRR5788139	NAO	0.009	0	0	0.008	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.003
-312	geotraces	SRR5788452	NAO	0.009	0	0	0.008	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.004
-313	geotraces	SRR5788081	NAO	0.008	0	0	0.008	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.003
-314	geotraces	SRR5788426	NAO	0.008	0	0	0.007	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.003
-315	geotraces	SRR5788067	NAO	0.008	0	0.001	0.007	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.004
-316	geotraces	SRR5788009	NAO	0.008	0	0	0.007	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.003
-317	geotraces	SRR5788062	NAO	0.008	0	0	0.007	0	0	0	0	0	0.003	0	0	0.001	0.001	0	0	0.006
-318	geotraces	SRR5788215	NAO	0.008	0	0	0.007	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.004
-319	geotraces	SRR5788375	NAO	0.008	0	0	0.007	0	0	0	0	0	0.002	0	0	0	0.001	0.057	0	0.062
-320	geotraces	SRR5788228	NAO	0.007	0	0	0.006	0	0	0	0	0	0.001	0	0	0	0.001	0	0	0.003
-321	geotraces	SRR5788111	NAO	0.007	0	0	0.006	0	0	0	0	0	0.001	0	0	0	0	0	0	0.002
-322	geotraces	SRR5788320	NAO	0.007	0	0	0.006	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.003
-323	geotraces	SRR5788253	NAO	0.006	0	0	0.006	0	0	0	0	0	0.003	0	0	0.001	0.002	0.036	0.001	0.043
-324	geotraces	SRR5788410	NAO	0.006	0	0	0.006	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.004
-325	geotraces	SRR5788061	NAO	0.006	0	0	0.005	0	0	0	0	0	0.003	0	0	0.001	0.001	0.001	0	0.007
-326	geotraces	SRR5788214	NAO	0.006	0	0	0.005	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.004
-327	geotraces	SRR5788089	NAO	0.005	0	0	0.005	0	0	0	0	0	0.002	0	0	0	0.001	0.006	0.001	0.011
-328	geotraces	SRR5788006	NAO	0.005	0	0	0.004	0	0	0	0	0	0.003	0	0	0.001	0.001	0.005	0	0.011
-329	geotraces	SRR5788252	NAO	0.005	0	0	0.004	0	0	0	0	0	0.003	0	0	0.001	0.002	0.044	0.001	0.051
-330	geotraces	SRR5788087	NAO	0.005	0	0	0.004	0	0	0	0	0	0.003	0	0	0	0.001	0.086	0	0.092
-331	geotraces	SRR5788225	NAO	0.005	0	0	0.004	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.004
-332	geotraces	SRR5788455	NAO	0.005	0	0	0.004	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.003
-333	geotraces	SRR5788069	NAO	0.004	0	0	0.004	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.004
-334	geotraces	SRR5788315	NAO	0.004	0	0	0.004	0	0	0	0	0	0.002	0	0	0	0.001	0.001	0	0.004
-335	geotraces	SRR5788313	NAO	0.004	0	0	0.004	0	0	0	0	0	0.003	0	0	0.001	0.001	0.004	0	0.009
-336	geotraces	SRR5788070	NAO	0.004	0	0	0.004	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.003
-337	geotraces	SRR5788010	NAO	0.004	0	0	0.004	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.004
-338	geotraces	SRR5788254	NAO	0.004	0	0	0.004	0	0	0	0	0	0.003	0	0	0	0.001	0.001	0	0.006
-339	geotraces	SRR5788322	NAO	0.004	0	0	0.004	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.003
-340	geotraces	SRR5788117	NAO	0.004	0	0	0.003	0	0	0	0	0	0.002	0	0	0	0.001	0.027	0	0.031
-341	geotraces	SRR5788449	NAO	0.004	0	0	0.003	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.005
-342	geotraces	SRR5788085	NAO	0.004	0	0	0.003	0	0	0	0	0	0.003	0	0	0.001	0.001	0.004	0	0.01
-343	geotraces	SRR5788414	NAO	0.004	0	0	0.003	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.004
-344	geotraces	SRR5788226	NAO	0.004	0	0	0.003	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.004
-345	geotraces	SRR5788321	NAO	0.004	0	0	0.003	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.003
-346	geotraces	SRR5788432	NAO	0.004	0	0	0.003	0.001	0	0	0	0	0.004	0	0.001	0.001	0.002	0.002	0.001	0.011
-347	geotraces	SRR5788115	NAO	0.004	0	0	0.003	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.003
-348	geotraces	SRR5788412	NAO	0.004	0	0	0.003	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.004
-349	geotraces	SRR5788289	NAO	0.003	0	0	0.003	0	0	0	0	0	0.001	0	0	0	0.001	0	0	0.003
-350	geotraces	SRR5788065	NAO	0.003	0	0	0.003	0	0	0	0	0	0.003	0	0	0.001	0.002	0.001	0	0.008
-351	geotraces	SRR5788336	NAO	0.003	0	0	0.003	0	0	0	0	0	0.001	0	0	0	0.001	0	0	0.003
-352	geotraces	SRR5788411	NAO	0.003	0	0	0.003	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.005
-353	geotraces	SRR5788013	NAO	0.003	0	0	0.003	0	0	0	0	0	0.002	0	0	0	0.002	0.001	0.001	0.007
-354	geotraces	SRR5788082	NAO	0.003	0	0	0.003	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.003
-355	geotraces	SRR5788413	NAO	0.003	0	0	0.003	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.004
-356	geotraces	SRR5788369	NAO	0.003	0	0	0.002	0	0	0	0	0	0.003	0	0.001	0	0.001	0.001	0	0.006
-357	geotraces	SRR5788194	NAO	0.003	0	0	0.002	0	0	0	0	0	0.003	0	0	0	0.001	0.001	0.002	0.008
-358	geotraces	SRR5788318	NAO	0.003	0	0	0.003	0	0	0	0	0	0.003	0	0	0.001	0.001	0	0	0.006
-359	geotraces	SRR5788314	NAO	0.003	0	0	0.003	0	0	0	0	0	0.002	0	0	0	0.001	0.001	0	0.004
-360	geotraces	SRR5788288	NAO	0.003	0	0	0.003	0	0	0	0	0	0.002	0	0	0	0.007	0.001	0	0.011
-361	geotraces	SRR5788366	NAO	0.003	0	0	0.002	0	0	0	0	0	0.003	0	0	0	0.004	0.001	0	0.01
-362	geotraces	SRR5788144	NAO	0.003	0	0	0.002	0	0	0	0	0	0.001	0	0	0	0.001	0.001	0.002	0.006
-363	geotraces	SRR5788249	NAO	0.003	0	0	0.002	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.004
-364	geotraces	SRR5788201	NAO	0.003	0	0	0.002	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.003
-365	geotraces	SRR5788142	NAO	0.003	0	0	0.002	0	0	0	0	0	0.003	0	0	0.001	0.002	0.001	0	0.007
-366	geotraces	SRR5788084	NAO	0.003	0	0	0.002	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.004
-367	geotraces	SRR5788374	NAO	0.003	0	0	0.002	0.001	0	0	0	0	0.004	0	0.001	0.001	0.004	0.002	0.001	0.012
-368	geotraces	SRR5788007	NAO	0.003	0	0	0.002	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.003
-369	geotraces	SRR5788312	NAO	0.003	0	0	0.002	0	0	0	0	0	0.002	0	0	0	0.001	0.001	0	0.005
-370	geotraces	SRR5788198	NAO	0.003	0	0	0.002	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.004
-371	geotraces	SRR5788217	NAO	0.003	0	0	0.002	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.004
-372	geotraces	SRR5788317	NAO	0.003	0	0	0.002	0	0	0	0	0	0.003	0	0	0.001	0.001	0	0	0.005
-373	geotraces	SRR5788222	NAO	0.003	0	0	0.002	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.003
-374	geotraces	SRR5788429	NAO	0.003	0	0	0.002	0	0	0	0	0	0.003	0	0	0	0.003	0.001	0	0.008
-375	geotraces	SRR5788341	NAO	0.002	0	0	0.002	0	0	0	0	0	0.003	0	0.001	0.001	0.001	0	0	0.006
-376	geotraces	SRR5788086	NAO	0.002	0	0	0.002	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.004
-377	geotraces	SRR5788251	NAO	0.002	0	0	0.002	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.003
-378	geotraces	SRR5788282	NAO	0.002	0	0	0.002	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.004
-379	geotraces	SRR5788379	NAO	0.002	0	0	0.002	0	0	0	0	0	0.001	0	0	0	0	0	0	0.002
-380	geotraces	SRR5787993	NAO	0.002	0	0	0.002	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.003
-381	geotraces	SRR5788008	NAO	0.002	0	0	0.002	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.003
-382	geotraces	SRR5788250	NAO	0.002	0	0	0.002	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.004
-383	geotraces	SRR5788108	NAO	0.002	0	0	0.002	0	0	0	0	0	0.001	0	0	0	0.001	0	0	0.003
-384	geotraces	SRR5788083	NAO	0.002	0	0	0.002	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.004
-385	geotraces	SRR5788342	NAO	0.002	0	0	0.002	0	0	0	0	0	0.003	0	0	0	0.001	0	0	0.005
-386	geotraces	SRR5788224	NAO	0.002	0	0	0.002	0	0	0	0	0	0.002	0	0	0	0.001	0.003	0	0.008
-387	geotraces	SRR5788216	NAO	0.002	0	0	0.002	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.005
-388	geotraces	SRR5788200	NAO	0.002	0	0	0.002	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.004
-389	geotraces	SRR5788365	NAO	0.002	0	0	0.001	0	0	0	0	0	0.003	0	0	0	0.005	0.002	0.001	0.012
-390	geotraces	SRR5788373	NAO	0.002	0	0	0.001	0.001	0	0	0	0	0.004	0	0.001	0.001	0.004	0.002	0.001	0.013
-391	geotraces	SRR5788368	NAO	0.002	0	0	0.002	0	0	0	0	0	0.002	0	0	0	0.004	0.002	0	0.009
-392	geotraces	SRR5788319	NAO	0.002	0	0	0.002	0	0	0	0	0	0.002	0	0	0	0.001	0.001	0	0.005
-393	geotraces	SRR5788011	NAO	0.002	0	0	0.002	0	0	0	0	0	0.003	0	0	0	0.001	0	0	0.005
-394	geotraces	SRR5788114	NAO	0.002	0	0	0.002	0	0	0	0	0	0.002	0	0	0	0.001	0.019	0	0.022
-395	geotraces	SRR5788110	NAO	0.002	0	0	0.002	0	0	0	0	0	0.002	0	0	0	0.001	0.002	0	0.006
-396	geotraces	SRR5788370	NAO	0.002	0	0	0.002	0	0	0	0	0	0.003	0	0	0.001	0.001	0	0	0.006
-397	geotraces	SRR5788447	NAO	0.002	0	0	0.002	0	0	0	0	0	0.002	0	0	0.001	0.001	0.028	0	0.032
-398	geotraces	SRR5787994	NAO	0.002	0	0	0.002	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.004
-399	geotraces	SRR5788344	NAO	0.002	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.005
-400	geotraces	SRR5788451	NAO	0.002	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0.001	0	0.006
-401	geotraces	SRR5788430	NAO	0.002	0	0	0.001	0	0	0	0	0	0.004	0	0	0.001	0.005	0.002	0.001	0.012
-402	geotraces	SRR5788193	NAO	0.002	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.005
-403	geotraces	SRR5788238	NAO	0.002	0	0	0.001	0.001	0	0	0	0	0.034	0.007	0.005	0.001	0.136	0.028	0.001	0.213
-404	geotraces	SRR5788090	NAO	0.002	0	0	0.001	0	0	0	0	0	0.003	0	0	0	0.001	0.007	0	0.012
-405	geotraces	SRR5788220	NAO	0.002	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0.001	0	0.004
-406	geotraces	SRR5788377	NAO	0.002	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0.015	0	0.019
-407	geotraces	SRR5788427	NAO	0.002	0	0	0.001	0	0	0	0	0	0.003	0	0.001	0	0.003	0.003	0.001	0.011
-408	geotraces	SRR5788450	NAO	0.002	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0.001	0.001	0.005
-409	geotraces	SRR5788431	NAO	0.002	0	0	0.001	0.001	0	0	0	0	0.004	0	0	0.001	0.002	0.001	0.001	0.009
-410	geotraces	SRR5788323	NAO	0.002	0	0	0.001	0	0	0	0	0	0.003	0	0	0	0.001	0	0	0.005
-411	geotraces	SRR5788088	NAO	0.002	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.004
-412	geotraces	SRR5788466	NAO	0.002	0	0	0.001	0	0	0	0	0	0.003	0	0	0.001	0.001	0.002	0.001	0.008
-413	geotraces	SRR5788428	NAO	0.002	0	0	0.001	0	0	0	0	0	0.003	0	0	0	0.003	0.003	0.001	0.011
-414	geotraces	SRR5788371	NAO	0.002	0	0	0.001	0	0	0	0	0	0.003	0	0.001	0	0.004	0.003	0.001	0.012
-415	geotraces	SRR5788112	NAO	0.002	0	0	0.001	0	0	0	0	0	0.002	0	0	0.001	0.002	0.013	0	0.018
-416	geotraces	SRR5788223	NAO	0.001	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0.001	0	0.004
-417	geotraces	SRR5788199	NAO	0.001	0	0	0.001	0	0	0	0	0	0.001	0	0	0	0.001	0	0	0.003
-418	geotraces	SRR5788221	NAO	0.001	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.004
-419	geotraces	SRR5788014	NAO	0.001	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.003
-420	geotraces	SRR5788172	NAO	0.001	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0.001	0.001	0.005
-421	geotraces	SRR5788005	NAO	0.001	0	0	0.001	0	0	0	0	0	0.004	0	0	0.001	0.002	0.005	0.001	0.012
-422	geotraces	SRR5788372	NAO	0.001	0	0	0.001	0	0	0	0	0	0.003	0	0	0	0.002	0.001	0.001	0.008
-423	geotraces	SRR5788025	NAO	0.001	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.004
-424	geotraces	SRR5788219	NAO	0.001	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.005
-425	geotraces	SRR5788169	NAO	0.001	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.004
-426	geotraces	SRR5788147	NAO	0.001	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0	0.001	0.005
-427	geotraces	SRR5788337	NAO	0.001	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.003
-428	geotraces	SRR5788063	NAO	0.001	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.004
-429	geotraces	SRR5788138	NAO	0.001	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.003
-430	geotraces	SRR5788340	NAO	0.001	0	0	0.001	0	0	0	0	0	0.003	0	0	0	0.001	0	0	0.005
-431	geotraces	SRR5788284	NAO	0.001	0	0	0.001	0	0	0	0	0	0.009	0.002	0.001	0	0.019	0.011	0.001	0.043
-432	geotraces	SRR5788192	NAO	0.001	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.003
-433	geotraces	SRR5788174	NAO	0.001	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.004
-434	geotraces	SRR5788175	NAO	0.001	0	0	0.001	0	0	0	0	0	0.002	0	0	0.001	0.001	0	0	0.004
-435	geotraces	SRR5788196	NAO	0.001	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.003
-436	geotraces	SRR5788235	NAO	0.001	0	0	0	0.001	0	0	0	0	0.045	0.009	0.009	0.001	0.095	0.031	0.001	0.191
-437	geotraces	SRR5788232	NAO	0.001	0	0	0.001	0	0	0	0	0	0.007	0.001	0.004	0.001	0.005	0.002	0	0.019
-438	geotraces	SRR5788002	NAO	0.001	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.005
-439	geotraces	SRR5788316	NAO	0.001	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.005
